,Unnamed: 0,HITId,tweet,sentiment,directness,annotator_sentiment,target,group,label_mix,clean_tw,cluster
14,1402,1403,#expulsion de #migrants vers leur pays d’origine : merkel satisfaite d‘elle après sa visite à #alger. qu‘on en juge… @url,normal,direct,shock,origin,individual,origin_individual,expulsion migrants vers pays origine merkel satisfaite ‘ après visite alger ‘ juge,14
15,1869,1870,#fiapac ceux qui luttent contre un avortement sûr et légal revendiquent souvent l’exclusivité du discours sur la mo… @url,abusive_disrespectful,direct,confusion_indifference,origin,other,origin_other,fia pac ceux luttent contre avortement sûr légal revendiquent souvent exclusivité discours mo,10
16,1530,1531,#franceculture c'est un plouc votre réalisateur faucon. d'une platitude déconcertante son scénario gauchiste ringard déjà vu 1000 fois.,disrespectful,direct,confusion_fear,origin,indian/hindu,origin_indian/hindu,france culture plouc réalisateur faucon platitude déconcertante scénario gauchiste ringard déjà mille fois ,4
17,848,849,#ggrmc oublie que tu es un rebeus moustaphasoit objectif 2 secondes !!!,abusive_disrespectful,direct,shock,origin,arabs,origin_arabs,gg rmc oublie rebeus moustaphasoit objectif deux secondes ,15
18,175,176,#grandremplacement le gvt de #madrid n'a pas l'intention d'expulser les #migrants mineurs marocains et leurs fami… @url,fearful_abusive_offensive_normal,direct,indifference,origin,immigrants,origin_immigrants,grand remplacement gvt madrid intention expulser migrants mineurs marocains leurs fami,14
19,2273,2274,#guatemala : les partisans de l’élargissement de l’ #avortement ont dû se résoudre à retirer l’article d’une propos… @url,normal,direct,sadness_shock,origin,individual,origin_individual,guatemala partisans élargissement avortement résoudre retirer article propos,7
20,2918,2919,#habs deux buts c'est bien beau mais quand s'attarde à la façon dont kotkaniemi travaillé hier et au contex… @url,normal,direct,sadness,origin,other,origin_other,hab deux buts bien beau quand attarde façon dont kotkaniemi travaillé hier contex,12
21,3047,3048,#hapsatousy - #zemmour ou la parfaite illustration de ce que dénonce #zemmour : l'hystérie la dictature le terror… @url,hateful,direct,fear_shock,origin,indian/hindu,origin_indian/hindu,ha tous zemmour parfaite illustration dénonce zemmour hystérie dictature terror,4
22,158,159,#harcèlement sociale. piratage informatique. vandalisme auto,normal,direct,shock,disability,individual,disability_individual,harcèlement sociale piratage informatique vandalisme auto,13
23,1437,1438,#hdespros @user vient sur votre plateau comme tout gauchiste qui veut imposer son discours. ils font de… @url,hateful,direct,fear_indifference,origin,individual,origin_individual,h pro vient plateau comme tout gauchiste veut imposer discours font ,11
24,679,680,#immigration #islam quand les clans arabes font la loi en allemagne. tant de laxisme fait vomir. lire. @url,hateful,direct,sadness,origin,indian/hindu,origin_indian/hindu,immigration islam quand clans arabes font loi allemagne tant laxisme fait vomir lire ,10
25,1263,1264,#iran #terrorisme le terme « takfiri » est utilisé par les autorités iraniennes pour désigner les djihadistes sunni… @url,abusive,direct,sadness,origin,individual,origin_individual,iran terrorisme terme « takfiri » utilisé autorités iraniennes désigner djihadistes sunni,10
26,761,762,#italie : le gouvernement adopte une nouvelle loi pour expulser plus vite les migrants et révoquer la citoyennet… @url,fearful,direct,shock,origin,individual,origin_individual,italie gouvernement adopte nouvelle loi expulser plus vite migrants révoquer citoyennet,14
27,2093,2094,#juif #chrétien #islam… @url,abusive,direct,fear,origin,indian/hindu,origin_indian/hindu,juif chréti islam,8
28,2500,2501,#justice série d'agressions avec violence en corse : des faits de trop mais peu nombreux dans l'île selon la gen… @url,fearful,direct,confusion_fear_indifference_sadness,origin,other,origin_other,justice série agressions violence corse faits trop peu nombreux île selon gen,7
29,1585,1586,#le20h #mdr le sujet sur le diesel des autres pays européens ne s’attarde pas sur l’espagne 128€ et même pas… @url,abusive,direct,shock,origin,other,origin_other, time mdr sujet diesel autres pays européens attarde espagne money ,13
30,1640,1641,#lejouroujaibrulemoncoeur mon dieu ce que cet ado mal éduqué et attardé vient de faire en levant le haut de la jeun… @url,abusive,direct,sadness,origin,other,origin_other, jour b u coeur dieu cet ado mal éduqué attardé vient faire levant haut jeun,2
31,1087,1088,#lfauit @user doit voir le #mongol,hateful,direct,anger_sadness_shock_indifference_disgust,origin,left_wing_people,origin_left_wing_people, doit voir mongol,8
32,1464,1465,#lfauit allez vas tire les larmes... tu crois que le mongol c'est tout rose sa life?,disrespectful,direct,sadness,origin,indian/hindu,origin_indian/hindu, allez vas tire larmes crois mongol tout rose life ,1
33,548,549,#lfauit si le candidat mongol prend marianne james et Éric antoine il va finir avec un dos comme ça. @url,abusive,direct,sadness,origin,other,origin_other, si candidat mongol prend marianne james éric antoine va finir dos comme ,1
34,2418,2419,#lheuredespros la gauchiste hystérique avec côté de l'idiot du village leclerc est à museler.....,offensive,direct,sadness,origin,left_wing_people,origin_left_wing_people, heure pro gauchiste hystérique côté idiot village leclerc museler ,11
35,2214,2215,#macron menacé d'expulser les migrants mais cela ne se produit pas! pourquoi? parce qu'il est faible et il ne pe… @url,normal,direct,shock,other,individual,other_individual,macron menacé expulser migrants cela produit pourquoi parce faible pe,13
36,2311,2312,#macron ne connait pas l'histoire de france. il essaie de s'en servir avec une maladresse d'adolescent attardé. pau… @url,offensive,direct,sadness,other,individual,other_individual,macron connait histoire france essaie servir maladresse adolescent attardé pau,2
37,2348,2349,#macron notre ado attarde continue precher dans le desert et ruiner l'image de notre pays deja bien abimee par @url,offensive,direct,anger_confusion_sadness_shock_indifference,other,individual,other_individual,macron ado attarde continue precher desert ruiner image pays deja bien abimee ,2
38,244,245,#migrants à cergy:dans la rue nus agressant sexuellement les femmes les battant quand elles refusent:ca est:le… @url,fearful,direct,shock,origin,individual,origin_individual,migrants cergy rue nus agressant sexuellement femmes battant quand elles refusent ,14
39,2002,2003,#morandinilive arrête de faire le mongol morandini tu sais tres ce que seb chenu veut direet il raison,offensive,direct,anger_sadness_shock_indifference,origin,individual,origin_individual,morandinilive arrête faire mongol morandini sais tres seb chenu veut direet raison,12
40,2075,2076,#obama n’a fait que des guerres en bon gauchiste... le gauchisme c’est la guerre... @url,abusive_disrespectful,direct,indifference,other,left_wing_people,other_left_wing_people,obama fait guerres bon gauchiste gauchisme guerre ,11
41,1233,1234,#olom c'est marrant tout ces pseudo fachos de lyonnais qui applaudissent des blacks des rebeus... vous vous sentez… @url,disrespectful,direct,shock,origin,individual,origin_individual,ol marrant tout pseudo fachos lyonnais applaudissent blacks rebeus sentez,12
42,2369,2370,#onpc à 27'53 @user adepte de laviolence sur enfant… @url,offensive,direct,anger_indifference,other,individual,other_individual, number adepte laviolence enfant,0
43,1635,1636,#pmasanspère : au nom du désir tout puissant des adultes sur les enfants permet cette violence sur leur identité profonde.,normal,direct,confusion_sadness,other,other,other_other,pmasanspère nom désir tout puissant adultes enfants permet cette violence identité profonde ,7
44,1411,1412,#purge tous se qui ont participé une purge vous êtes juste vraiment attardé sa vous serre quoi de faire sa. i… @url,abusive,direct,sadness_shock,origin,individual,origin_individual,purge tous participé purge juste vraiment attardé serre quoi faire i,12
45,531,532,#rime terminé : une aventure touchante qui mérite qu’on s’y attarde ne serait ce que pour son final absolument sp… @url,abusive,direct,confusion,origin,left_wing_people,origin_left_wing_people,rime terminé aventure touchante mérite attarde final absolument sp,2
46,603,604,#sondage #france #migrants,fearful,direct,indifference,origin,immigrants,origin_immigrants,sondage france migrants,0
47,340,341,#tpmp les vegans sons des attardé qui font de la manipulation ses une forme de secte,abusive,direct,shock_indifference,origin,indian/hindu,origin_indian/hindu,tpmp vegans sons attardé font manipulation forme secte,3
48,546,547,#trump tête d’âne n’a rien compris les juifs ont étaient tuer parce qu’ils défendent les #migrants et #trump veux t… @url,offensive,direct,indifference,origin,individual,origin_individual,trump tête âne rien compris juifs tuer parce défendent migrants trump veux ,7
49,3645,3646,#zoneinterdite l'avortement est un droit pas une solution contre l'immaturité et la bêtise,fearful_abusive_disrespectful_normal,indirect,indifference,other,other,other_other,zone interdite avortement droit solution contre immaturité bêtise,7
50,2292,2293,'ching chong'' ca veut dire bonjour en chinois nan ?? @url,abusive,direct,sadness,origin,other,origin_other, ching chong veut dire bonjour chinois nan ,0
51,2982,2983,'islam n'est pas le terrorisme... je veux dire l'extrémisme et il existe dans toutes les religions. il n… @url,disrespectful,direct,sadness_indifference,origin,other,origin_other, islam terrorisme veux dire extrémisme existe toutes religions ,13
52,273,274,(charente libre): l'#italie adopte une loi pour expulser plus vite les migrants : le conseil des ministres italie… @url,normal,direct,sadness_indifference,origin,other,origin_other, charente libre italie adopte loi expulser plus vite migrants conseil ministres italie,14
53,2864,2865,(c’est le même inshaallah que les arabes qui veulent pas dire non c’est pas un inshaall…,fearful,direct,sadness,origin,indian/hindu,origin_indian/hindu, inshaallah arabes veulent dire non inshaall,13
54,909,910,*mongol,disrespectful,direct,confusion_indifference,origin,indian/hindu,origin_indian/hindu, mongol,8
55,2437,2438,- expulsion immédiate des migrants coupables de vol viol v…,normal,direct,confusion_sadness_shock_indifference_disgust,origin,immigrants,origin_immigrants, expulsion immédiate migrants coupables vol viol v,13
56,1228,1229,- grèce : augmentation du nombre d’enfants réfugiés et migrants,fearful_abusive_offensive_disrespectful_normal,direct,indifference,origin,indian/hindu,origin_indian/hindu, grèce augmentation nombre enfants réfugiés migrants,13
57,118,119,- grèce : augmentation du nombre d’enfants réfugiés et migrants… @url,disrespectful,direct,sadness,origin,immigrants,origin_immigrants, grèce augmentation nombre enfants réfugiés migrants,13
58,878,879,- petit mongol « À part porter réserve tu sais faire quoi ??? »,offensive,direct,shock_indifference,origin,individual,origin_individual, petit mongol « part porter réserve sais faire quoi »,1
59,2549,2550,- un beauf blanc traite un arabe de sale arabe c'est l'expression d'un racisme systémiqu… @url,offensive,direct,anger_confusion_fear_indifference_sadness,origin,african_descent,origin_african_descent, beauf blanc traite arabe sale arabe expression racisme systémiqu,3
60,759,760,-sale arabe !,fearful,direct,sadness,origin,arabs,origin_arabs, sale arabe ,8
61,1466,1467,-sale arabe:… @url,fearful,direct,sadness,origin,arabs,origin_arabs, sale arabe ,8
62,2586,2587,-un mongol @url,abusive,direct,sadness,origin,indian/hindu,origin_indian/hindu, mongol,8
63,2231,2232,. @user est l'archetype du petit dictateur gauchiste avec les techniques de communication qui vont avec... @url,offensive_disrespectful_normal,indirect,indifference,other,left_wing_people,other_left_wing_people, archetype petit dictateur gauchiste techniques communication vont ,11
64,1101,1102,.@user 130 femmes meurent chaque jour du fait de l’illégalité et du non accès à l’#avortement.,offensive,direct,sadness,origin,individual,origin_individual, cent trente femmes meurent chaque jour fait illégalité non accès avortement ,7
65,3505,3506,.@user ne parlez pas au nom des suisses. merci. vous êtes une immigrationiste islamo-gauchiste. vous n'avez ri… @url,offensive,direct,shock,origin,left_wing_people,origin_left_wing_people, parlez nom suisses merci immigrationiste islamo gauchiste ri,11
66,1687,1688,.@user va débloquer 80 millions de dollars pour les #réfugiés et les communautés d’accueil au #niger,normal,indirect,indifference,other,other,other_other, débloquer quatre vingts millions dollars réfugiés communautés accueil niger,14
67,3190,3191,1 - que des prénoms arabes.,hateful,direct,sadness_shock,origin,individual,origin_individual, prénoms arabes ,8
68,2577,2578,12) le brésilien existe bande d’attardé y’a différence avc le portugais même eux ils le disent renseignez vs,abusive,direct,shock_indifference,origin,individual,origin_individual,number brésilien existe bande attardé différence avc portugais disent renseignez vs,15
69,237,238,1967 - guerre des six jours manifestations dans le monde en soutien à l'État juif,offensive,direct,anger_sadness_shock_indifference_disgust,origin,indian/hindu,origin_indian/hindu,mille neuf cent soixante sept guerre six jours manifestations monde soutien état juif,13
70,1866,1867,22 migrants dont des sénégalais arrêtés dans un bus en direction de la gare de lyon-perrache -… @url,offensive,direct,sadness_indifference,origin,indian/hindu,origin_indian/hindu,vingt deux migrants dont sénégalais arrêtés bus direction gare lyon perrache ,14
71,414,415,250 millions de réfugiés climatiques en 2050 la prochaine grande crise @url,fearful_abusive,direct,sadness_fear,origin,other,origin_other,deux cent cinquante millions réfugiés climatiques deux mille cinquante prochaine grande crise,9
72,188,189,40 années de laxisme gauchiste !!!! @url,hateful,direct,shock,origin,left_wing_people,origin_left_wing_people,quarante années laxisme gauchiste ,6
73,3361,3362,: [@user @user @user @user hossam mdrrr allez viens par ici vendeur de chameau renie nous pas enfin t’es un arabe frero,normal,direct,shock,origin,arabs,origin_arabs, hossam mdr allez viens ici vendeur chameau renie enfin arabe frero,2
74,1500,1501,: [@user @user @user c’est un rebeu par terre espèce de sale pute va,offensive,direct,shock,origin,arabs,origin_arabs, rebeu terre espèce sale pute va,0
75,3909,3910,: [@user @user @user quand vous accusez bts d’harcèlement s*xuellec pas grave mais quand ramène l… @url,normal,indirect,indifference,other,other,other_other, quand accusez bts harcèlement sxuellec grave quand ramène ,12
76,3631,3632,: [@user @user le rapeur en cause qui le fils d'un migrant exactement les même droits il même bén… @url,normal,direct,sadness,other,other,other_other, rapeur cause fils migrant exactement droits bén,13
77,2197,2198,: [@user pour votre info elle raison vous le gauchiste bien pensant !!! sortez de vos beaux quartiers !!! et p… @url,fearful,indirect,confusion_shock_indifference_disgust,other,left_wing_people,other_left_wing_people, info raison gauchiste bien pensant sortez beaux quartiers p,11
78,2796,2797,: [l'africain d'algérie est souvent raciste sur twitter.,offensive,direct,fear,origin,indian/hindu,origin_indian/hindu, africain algérie souvent raciste twitter ,0
79,2280,2281,: [la philosophie islamo gauchiste d'@user lui interdit tout signe judéo-chrétien.,disrespectful,direct,indifference,origin,other,origin_other, philosophie islamo gauchiste interdit tout signe judéo chrétien ,11
80,2797,2798,: [mon petit frère qui raconte qu'un russe à dit sale arabe à un garçon du collège,offensive,direct,sadness,origin,arabs,origin_arabs, petit frère raconte russe dit sale arabe garçon collège,0
81,173,174,@url - dans ce genre le rap mongol vaut le détour ! @url,abusive,direct,sadness,origin,indian/hindu,origin_indian/hindu, genre rap mongol vaut détour ,0
82,2464,2465,@url @url @url tu dit de la merde putain de gauchiste @url,normal,direct,sadness_fear,origin,indian/hindu,origin_indian/hindu, dit merde putain gauchiste,6
83,2285,2286,@url ceux qui s’indignent de «l’invasion migratoire» sur le sol français ne voient aucun inconv… @url,abusive,direct,fear_disgust,origin,indian/hindu,origin_indian/hindu,ceux indignent « invasion migratoire » sol français voient aucun inconv,14
84,2521,2522,@url teamspeak pour attardé vieillissant ne sachant pas gerer un serveur de rp c'est super fun d… @url,abusive,direct,shock,origin,other,origin_other,teamspeak attardé vieillissant sachant gerer serveur rp super fun ,15
85,2132,2133,@user  decerebre gauchiste,offensive,direct,anger_confusion_shock_indifference,other,left_wing_people,other_left_wing_people,decerebre gauchiste,6
86,2556,2557,@user  mongol  mdrr vraiment mère,offensive,direct,shock,other,individual,other_individual,mongol mdrr vraiment mère,8
87,1420,1421,@user #belattar ne se soucis même pas de la douleur des familles victimes du terrorisme musulman. sa seule pr… @url,abusive,direct,shock,origin,indian/hindu,origin_indian/hindu,belattar soucis douleur familles victimes terrorisme musulman seule pr,10
88,3834,3835,@user #stop aux complots #stop aux guerres des intÉrÊts economiques &amp; politiques #stop aux machiavÉlisme.… @url,normal,indirect,indifference,other,other,other_other,stop complots stop guerres intérêts economiques politiques stop machiavélisme ,10
89,1098,1099,@user (g trouvé enft jui juste attardé profond jcrois),offensive,indirect,indifference,other,individual,other_individual, trouvé enft jui juste attardé profond jcrois ,2
90,1550,1551,@user . quand 16% de la population est musulmane le processus d'#islamisation est irréversible un poin… @url,normal,direct,shock,religion,muslims,religion_muslims, quand percent population musulmane processus islam a i irréversible poin,13
91,1994,1995,@user .. qques passages.: c'est d'une extrême violence. ils retournent leur veste. ils ne sont plus tourner… @url,hateful_normal,indirect,indifference,other,individual,other_individual, qques passages extrême violence retournent veste plus tourner,1
92,1225,1226,@user ... le terrorisme est un mode opératoire un procédé technique qui ne porte en soi aucune idéologie. mai… @url,normal,indirect,shock,other,other,other_other, terrorisme mode opératoire procédé technique porte soi aucune idéologie mai,13
93,3847,3848,@user .@user oublie que #zemmour signifie olivier en berbere.ntoute la fatuite du gauchiste de salon !,offensive,indirect,anger_disgust,origin,left_wing_people,origin_left_wing_people, oublie zemmour signifie olivier berbere ntoute fatuite gauchiste salon ,15
94,649,650,@user /o je sais pas. je comprends pas. j'en ai marre. va encore se reprendre toute cette violence dans la gueule. #lassitude,normal,indirect,indifference,other,other,other_other, sais comprends marre encore reprendre toute cette violence gueule ,1
95,2256,2257,@user 1 mongol,abusive_disrespectful,direct,sadness,disability,special_needs,disability_special_needs, mongol,8
96,2576,2577,@user 1 mongol à aller sur insta pendant que ta glace fond cause de creme lol,offensive_disrespectful_normal,direct,indifference,other,individual,other_individual, mongol aller insta pendant glace fond cause creme lol,3
97,269,270,@user 2 mongol,abusive,direct,indifference,origin,other,origin_other,deux mongol,8
98,1533,1534,@user 2-0 pour sacha. le nain de jardin etait 2 doigt de perdre hier si lopez n avait pas fait le mongol po… @url,fearful,direct,sadness,origin,asians,origin_asians,number number sacha nain jardin etait deux doigt perdre hier lopez fait mongol po,12
99,2476,2477,@user 2.. je precise que je ne suis pas un islamo-gauchiste et je ne nie pas l'antisemitisme musulman bien plu @url,fearful,direct,sadness,origin,african_descent,origin_african_descent,number precise islamo gauchiste nie antisemitisme musulman bien plu,10
100,2998,2999,@user 2.. maintenant si ça vous préférez le communiste extrêmemiste mélenchon la folle le pen le gauchiste bé… @url,abusive,direct,sadness,origin,other,origin_other,number maintenant ça préférez communiste extrêmemiste mélenchon folle pen gauchiste bé,11
101,585,586,@user 3 rebeus au sang chaud qui mettent des accélérations aux défenseurs,abusive,direct,indifference,origin,other,origin_other,trois rebeus sang chaud mettent accélérations défenseurs,1
102,1860,1861,@user 43 mongol,abusive,direct,confusion_sadness,origin,other,origin_other,quarante trois mongol,8
103,2381,2382,@user 56 rebeus fragile baltringue de cité de merde il ont violer une meuf completement bourrer la sortie… @url,abusive,direct,sadness,origin,other,origin_other,cinquante six rebeus fragile baltringue cité merde violer meuf completement bourrer sortie,5
104,2860,2861,@user 70ans chez un renois et équivaut à 40ans chez les white,abusive,direct,sadness,origin,left_wing_people,origin_left_wing_people,sept ans chez renois équivaut quatre ans chez white,1
105,2466,2467,@user @url culturises toi sale arabe,offensive,direct,sadness_disgust,origin,arabs,origin_arabs,culturises sale arabe,8
106,3252,3253,@user @user #macron est un enfant gâté un adolescent attardé il n'accepte pas qu'on lui dise non o… @url,offensive,indirect,indifference,other,individual,other_individual,macron enfant gâté adolescent attardé accepte dise non o,3
107,3246,3247,@user @user #rennes #nantes et #brest : le triangle de la honte islamo-gauchiste zn #bretagne r… @url,fearful_abusive_offensive_disrespectful_normal,indirect,indifference,other,left_wing_people,other_left_wing_people,rennes nantes brest triangle honte islamo gauchiste bretagne r,3
108,2758,2759,@user @user 1 vs 1 mongol,offensive,direct,disgust,other,other,other_other, mongol,8
109,186,187,@user @user 2/2 de predateurs mangent aussi par gout renseigne toi le chat est l...exemple par... @url,normal,direct,shock,other,other,other_other,number number predateurs mangent aussi gout renseigne chat exemple ,3
110,1180,1181,@user @user 2/2 le deuxieme essage s'attarde sur le fait que la spa accueil aussi des animaux plus atypiques. pas… @url,normal,indirect,indifference,other,other,other_other,number number deuxieme essage attarde fait spa accueil aussi animaux plus atypiques ,3
111,1256,1257,@user @user 220 413 albums vendus c’est beaucoup pq tu fais l’attardé comme ça...,offensive,indirect,indifference,other,individual,other_individual,deux cent vingt quatre cent treize albums vendus beaucoup fais attardé comme ,2
112,3723,3724,@user @user @user #fbpe et ex socialiste le parfait exemple du facho gauchiste pro macron qu... @url,offensive,indirect,indifference,other,left_wing_people,other_left_wing_people,fb socialiste parfait exemple facho gauchiste pro macron ,11
113,2932,2933,@user @user @user (et il est un peu attardé),offensive,indirect,sadness,other,individual,other_individual, peu attardé ,8
114,940,941,@user @user @user 1) t'es attardé,offensive,direct,indifference,other,individual,other_individual,number attardé,8
115,3334,3335,@user @user @user 2) confusion volontaire entre violence et légitime défense et entre… @url,offensive,indirect,indifference,other,other,other_other,number confusion volontaire entre violence légitime défense entre,13
116,1980,1981,@user @user @user 2... typiquement 1 islamo-gauchiste. tu prends totalement fait &amp; cause pour tous... @url,offensive,indirect,confusion_indifference,other,left_wing_people,other_left_wing_people,number typiquement islamo gauchiste prends totalement fait cause tous ,13
117,2071,2072,@user @user @user 3) les partisans de la non violence sont des bourgeois protégés c'e… @url,offensive,indirect,indifference,other,other,other_other,number partisans non violence bourgeois protégés e,0
118,146,147,@user @user @user @user ? quelle forme de violence ? je pose juste la question de savoir ce q… @url,normal,indirect,indifference,other,other,other_other, quelle forme violence pose juste question savoir q,0
119,3961,3962,@user @user @user @user @user 1. les migrants souhaitent être régularisés,abusive_normal,indirect,indifference,origin,immigrants,origin_immigrants,number migrants souhaitent être régularisés,0
120,3757,3758,@user @user @user @user @user 3/par rapport à l'avortement ne peut pas être simp… @url,offensive,indirect,indifference,other,other,other_other,number rapport avortement peut être simp,0
121,1841,1842,@user @user @user @user @user @user @user @user ahh vah te catar mongol.,offensive,indirect,sadness,disability,special_needs,disability_special_needs,ahh vah catar mongol ,0
122,72,73,@user @user @user @user @user @user @user bah précise qui tu demande t'es con ou t'es attardé ?,offensive,direct,sadness,other,individual,other_individual,bah précise demande con attardé ,0
123,3842,3843,@user @user @user @user @user @user @user bah va dormir si t'a pas que ca à foutre mongol,offensive,direct,indifference,other,individual,other_individual,bah dormir foutre mongol,0
124,3833,3834,@user @user @user @user @user @user @user c une attardé… @url,offensive,indirect,sadness,other,individual,other_individual, attardé,8
125,3450,3451,@user @user @user @user @user @user @user des noirs sûrement pas des rebeus c possible.,fearful_abusive_offensive_hateful_disrespectful,indirect,shock,origin,african_descent,origin_african_descent, noirs sûrement rebeus possible ,0
126,37,38,@user @user @user @user @user @user @user la vraie violence c’est de force… @url,offensive,indirect,shock,other,other,other_other, vraie violence force,8
127,2121,2122,@user @user @user @user @user @user @user reportage sur les clubs français en coupe d’europe gros mongol,offensive,direct,shock,other,individual,other_individual,reportage clubs français coupe europe gros mongol,0
128,3824,3825,@user @user @user @user @user @user @user tu fais passer le temps et mongol quoi wouaw,offensive,direct,confusion_sadness_shock_indifference_disgust,other,individual,other_individual, fais passer temps mongol quoi wouaw,1
129,374,375,@user @user @user @user @user @user avec ta bénédiction cher gauchiste #lrem … @url,disrespectful_normal,indirect,sadness_indifference,other,left_wing_people,other_left_wing_people, bénédiction cher gauchiste re ,6
130,1022,1023,@user @user @user @user @user @user c'est une double négation espèce d'attardé m… @url,offensive,direct,shock,other,individual,other_individual, double négation espèce attardé ,0
131,2784,2785,@user @user @user @user @user @user chaque année ya un mongol qui fait cette photo,offensive,indirect,indifference_disgust,other,individual,other_individual,chaque année mongol fait cette photo,0
132,767,768,@user @user @user @user @user @user c’est ouf comment les rebeus de qua… @url,normal,indirect,indifference,origin,arabs,origin_arabs, ouf comment rebeus qua,0
133,1435,1436,@user @user @user @user @user @user deformation bobo gauchiste... pa... @url,normal,direct,indifference,other,left_wing_people,other_left_wing_people,deformation bobo gauchiste ,6
134,3744,3745,@user @user @user @user @user @user le psg n'a jamais changer de logo mongol,offensive,indirect,anger_sadness_indifference,other,individual,other_individual, psg jamais changer logo mongol,0
135,153,154,@user @user @user @user @user @user mongol,offensive,indirect,shock,other,individual,other_individual,mongol,8
136,3407,3408,@user @user @user @user @user @user un perroquet gauchiste? ,abusive_offensive,indirect,anger_confusion_sadness_indifference_disgust,other,left_wing_people,other_left_wing_people, perroquet gauchiste ,6
137,960,961,@user @user @user @user @user bah évidemment que y'a des renois parmi les terror… @url,normal,direct,anger_indifference,other,other,other_other,bah évidemment renois parmi terror,1
138,3331,3332,@user @user @user @user @user bonjour je suis un gauchiste bobo et je reveille a... @url,normal,indirect,indifference,other,left_wing_people,other_left_wing_people,bonjour gauchiste bobo reveille ,6
139,1659,1660,@user @user @user @user @user c'est toi l'attardé mental connard! et en plus illettré co… @url,offensive,indirect,anger_confusion_sadness_shock_indifference,other,individual,other_individual, attardé mental connard plus illettré co,0
140,950,951,@user @user @user @user @user ca metonne pas pr elle t'es une gauchiste pro islamist... @url,offensive,indirect,indifference,other,left_wing_people,other_left_wing_people,ca metonne gauchiste pro islamist ,6
141,1879,1880,@user @user @user @user @user comment débattre entre gauchiste sans aucune contradiction,normal,direct,sadness,origin,left_wing_people,origin_left_wing_people,comment débattre entre gauchiste sans aucune contradiction,11
142,3292,3293,@user @user @user @user @user deformation de bobo gauchiste aime. ce que je ve... @url,offensive,direct,shock,other,left_wing_people,other_left_wing_people,deformation bobo gauchiste aime ve ,6
143,2022,2023,@user @user @user @user @user du terrorisme intellectuel et des leçons de mora… @url,offensive,indirect,sadness,other,other,other_other, terrorisme intellectuel leçons mora,13
