,Unnamed: 0,HITId,tweet,sentiment,directness,annotator_sentiment,target,group,label_mix,clean_tw,cluster
1529,3824,3825,@user fuck that's one sick cunt,offensive,direct,anger_sadness,gender,women,gender_women,fuck one sick cunt,7
1530,2508,2509,@user fuck u depressed nigger,offensive,direct,anger_sadness_shock_indifference_disgust,origin,individual,origin_individual,fuck depressed nigger,7
1531,154,155,@user fuck u spic,offensive,indirect,anger_disgust,origin,hispanics,origin_hispanics,fuck spic,5
1532,5295,5296,@user fuck want literal retard,abusive_offensive_hateful_normal,indirect,anger_confusion_sadness_shock,disability,special_needs,disability_special_needs,fuck want literal retard,7
1533,4660,4661,@user fuck. okay white proud.,normal,indirect,fear_indifference,origin,other,origin_other,fuck okay white proud ,7
1534,3102,3103,@user fucked cunt,offensive,indirect,confusion_indifference,origin,women,origin_women,fucked cunt,5
1535,1695,1696,@user fucked uk fucked (because i'm twat)' @url,abusive_offensive,indirect,anger_confusion_shock_indifference_disgust,other,other,other_other,fucked fucked twat ,18
1536,2500,2501,@user fuckin cunt,offensive,indirect,anger_fear_shock_sadness_disgust,gender,women,gender_women,fuckin cunt,5
1537,353,354,@user fuckin retard,abusive_hateful,direct,anger_sadness_shock_indifference_disgust,disability,special_needs,disability_special_needs,fuckin retard,5
1538,1949,1950,@user fucking cheating cunt. ball hand? lying dirty bastard,offensive,direct,anger_fear_shock_indifference_disgust,other,other,other_other,fucking cheating cunt ball hand lying dirty bastard,19
1539,1990,1991,@user fucking ching chong retards,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,left_wing_people,origin_left_wing_people,fucking ching chong retards,0
1540,5617,5618,@user fucking cunt,fearful_abusive,indirect,anger_disgust,gender,other,gender_other,fucking cunt,5
1541,2228,2229,@user fucking cunt told,offensive,direct,shock_indifference,other,women,other_women,fucking cunt told,7
1542,2478,2479,@user fucking idiotic manager i've never liked makes retarded decisions.,normal,indirect,anger_fear_shock_indifference_disgust,other,individual,other_individual,fucking idiotic manager never liked makes retarded decisions ,13
1543,1728,1729,@user fucking invited twice mongoloid,offensive,direct,anger_sadness_shock_indifference_disgust,origin,special_needs,origin_special_needs,fucking invited twice mongoloid,7
1544,1249,1250,@user fucking nigger try kill bet dont cause youre p u hahaha white nigger com @url,offensive,direct,shock_disgust,origin,individual,origin_individual,fucking nigger try kill bet dont cause youre u hahaha white nigger com,9
1545,1594,1595,@user fucking raghead cunts,hateful,direct,confusion_fear_indifference_sadness_disgust,origin,women,origin_women,fucking raghead cunts,18
1546,908,909,@user fucking retard,abusive_disrespectful,direct,anger_fear_shock_indifference_disgust,disability,special_needs,disability_special_needs,fucking retard,5
1547,5559,5560,@user fucking retard gave best ammunition possible,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,fucking retard gave best ammunition possible,11
1548,3453,3454,@user fucking retard lmao,hateful,direct,shock_disgust,disability,special_needs,disability_special_needs,fucking retard lmao,7
1549,4201,4202,@user fucking retard.,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs,disability_special_needs,fucking retard ,5
1550,3942,3943,@user fucking retarded agreed helicopters dangerous twat. that's totally point. @url,normal,indirect,anger_confusion_fear_sadness_disgust,disability,special_needs,disability_special_needs,fucking retarded agreed helicopters dangerous twat totally point ,19
1551,4986,4987,@user fucking stupid little twat hole,offensive,indirect,sadness_disgust,gender,women,gender_women,fucking stupid little twat hole,18
1552,5486,5487,@user fucking stupidest cunt planet,offensive,direct,anger_confusion_shock_indifference_disgust,gender,women,gender_women,fucking stupidest cunt planet,18
1553,2697,2698,@user fucking twat,offensive,indirect,anger_fear,gender,women,gender_women,fucking twat,5
1554,2202,2203,@user fucking what? love jake shame twat!,offensive,indirect,anger_sadness,sexual_orientation,special_needs,sexual_orientation_special_needs,fucking love jake shame twat ,18
1555,632,633,@user fuk u ya fukin pussy ass bitch. go home faggot ass bitch. yo momma watch ya podcasts. #fuku,offensive,indirect,sadness_shock,sexual_orientation,gay,sexual_orientation_gay,fuk ya fukin pussy ass bitch home faggot ass bitch momma watch podcasts fuku,15
1556,3111,3112,@user full offense im deadass heterosexual i've never heard faggot life,hateful,direct,indifference_disgust,sexual_orientation,individual,sexual_orientation_individual,full offense deadass heterosexual never heard faggot life,19
1557,1286,1287,@user full twat,offensive,indirect,anger_indifference,gender,special_needs,gender_special_needs,full twat,5
1558,4363,4364,@user funny anywhere stfu retard,hateful,indirect,indifference_disgust,other,special_needs,other_special_needs,funny anywhere stfu retard,7
1559,4285,4286,@user funny coming chinaman comes nation chinese dictator mao killed oppress @url,offensive,indirect,shock_disgust,origin,special_needs,origin_special_needs,funny coming chinaman comes nation chinese dictator mao killed oppress,14
1560,4318,4319,@user funny mention splodes came second mongoloid shot twice rocket launcher,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,funny mention splodes came second mongoloid shot twice rocket launcher,4
1561,4646,4647,@user futurama made people less retarded simpsons,abusive_disrespectful,indirect,shock_indifference,other,other,other_other,futurama made people less retarded simpsons,11
1562,1136,1137,@user game looks absolutely retarded even,offensive,indirect,sadness_shock,disability,special_needs,disability_special_needs,game looks absolutely retarded even,11
1563,809,810,@user gay retard,normal,direct,sadness_shock,gender,special_needs,gender_special_needs,gay retard,5
1564,417,418,@user gebby miss mongol japon ka?,abusive_normal,indirect,confusion_sadness,disability,other,disability_other,gebby miss mongol japon ,7
1565,3913,3914,@user gee criticism armed guards church talk #shithole countries? #murica @url,hateful,direct,confusion_sadness_shock_indifference_disgust,origin,individual,origin_individual,gee criticism armed guards church talk shithole countries murica,2
1566,3388,3389,@user get $2s faggot,offensive,direct,fear_indifference_sadness_disgust,sexual_orientation,other,sexual_orientation_other,get money faggot,7
1567,1228,1229,@user get cord mongoloid,offensive,indirect,confusion_fear_shock_sadness,disability,special_needs,disability_special_needs,get cord mongoloid,7
1568,3314,3315,@user get dyke screen,offensive,indirect,anger_disgust,sexual_orientation,other,sexual_orientation_other,get dyke screen,5
1569,1867,1868,@user get gmod cunt,fearful_disrespectful,indirect,anger_disgust,gender,women,gender_women,get gmod cunt,7
1570,4146,4147,@user get he'll like it. bye bye raghead..,offensive,direct,anger_disgust,origin,muslims,origin_muslims,get like bye bye raghead ,18
1571,3858,3859,@user get head twat report facts. blocked over. ,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women,gender_women,get head twat report facts blocked ,7
1572,5121,5122,@user get mate. they're sickening. especially ching chong bastards @url,offensive,indirect,anger_fear_shock_indifference_disgust,origin,special_needs,origin_special_needs,get mate sickening especially ching chong bastards,0
1573,5277,5278,@user get nuke though retard,offensive,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs,disability_special_needs,get nuke though retard,7
1574,3200,3201,@user get offended much. i'm hispanic called spic called mexican even tho i'm cuban. @url,normal,direct,anger_confusion_shock_indifference_disgust,origin,hispanics,origin_hispanics,get offended much hispanic called spic called mexican even tho cuban ,23
1575,1307,1308,@user get one person care shithole country please thanks. wanna l @url,normal,indirect,confusion_disgust,origin,other,origin_other,get one person care shithole country please thanks wanna l,19
1576,5488,5489,@user get pregerit im gonna punch stomach retarded,abusive_disrespectful,indirect,anger_fear_shock_indifference_sadness,origin,special_needs,origin_special_needs,get pregerit gonna punch stomach retarded,19
1577,5622,5623,@user get ur head fixed first mongol,offensive,indirect,anger_disgust,origin,individual,origin_individual,get head fixed first mongol,7
1578,493,494,@user girl give 3 days twitter cunt puts ass lockup again. @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,women,origin_women,girl give three days twitter cunt puts ass lockup ,19
1579,715,716,@user girl retarded  call thomas edison fuckboy ,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs,disability_special_needs,girl retarded call thomas edison fuckboy,19
1580,4166,4167,@user giving state gov money would retarded.,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,giving state gov money would retarded ,3
1581,2126,2127,@user glasses steal frames n real noho twat,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women,gender_women,glasses steal frames real noho twat,3
1582,4934,4935,@user gn cunt xxxx,offensive,indirect,anger_disgust,other,other,other_other,gn cunt xx,7
1583,979,980,@user go back country! oh wait already there. country now!,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,other,origin_other,go back country wait already country ,7
1584,4778,4779,@user go back watch every couple months see racist ghost calls friend chinaman,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,other,origin_other,go back watch every couple months see racist ghost calls friend chinaman,4
1585,2016,2017,@user go dance retard,offensive,indirect,fear_shock,disability,special_needs,disability_special_needs,go dance retard,5
1586,5110,5111,@user go finish sentence mongol,fearful_abusive_offensive_hateful_normal,direct,anger_fear_shock_indifference_disgust,origin,individual,origin_individual,go finish sentence mongol,5
1587,1260,1261,@user go make happen!! think one retarded...,offensive,indirect,confusion_sadness,disability,special_needs,disability_special_needs,go make happen think one retarded ,11
1588,3975,3976,@user go sleep ching chong,offensive,indirect,confusion_shock,origin,muslims,origin_muslims,go sleep ching chong,0
1589,5333,5334,@user go work negro!,hateful_disrespectful,direct,anger_sadness_shock_indifference_disgust,origin,african_descent,origin_african_descent,go work negro ,5
1590,2043,2044,@user go work nigger?,offensive,indirect,sadness_disgust,origin,women,origin_women,go work nigger ,5
1591,3737,3738,@user goal dnc... import addict immigrants towelfare programs order guarantee @url,normal,indirect,indifference_disgust,other,other,other_other,goal dnc import addict immigrants towelfare programs order guarantee,24
1592,195,196,@user goat beach way retard,normal,direct,anger_sadness,disability,special_needs,disability_special_needs,goat beach way retard,7
1593,581,582,@user god damn fucking retard obviously know fucking saracasm either fucking bitch,offensive,indirect,fear_disgust,origin,special_needs,origin_special_needs,god damn fucking retard obviously know fucking saracasm either fucking bitch,15
1594,3631,3632,@user god look like faggot.,abusive_hateful,indirect,anger_fear_shock_sadness_disgust,sexual_orientation,individual,sexual_orientation_individual,god look like faggot ,7
1595,2369,2370,@user going add jew hater bio? gonna go full retard put nazi?,offensive,direct,confusion_disgust,disability,special_needs,disability_special_needs,going add jew hater bio gonna full retard put nazi ,19
1596,2334,2335,@user going blind twat roofe get chest leg used h @url,hateful,indirect,sadness_indifference,origin,women,origin_women,going blind twat roofe get chest leg used h,4
1597,1427,1428,@user going lie fascist american left right getting retarded me.,offensive,indirect,anger_sadness,disability,special_needs,disability_special_needs,going lie fascist american left right getting retarded ,8
1598,1764,1765,@user gonna go steeres mongoloid,hateful,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs,disability_special_needs,gonna steeres mongoloid,7
1599,267,268,@user gonna happen retarded traders get etf approval,abusive_offensive,indirect,confusion_fear_shock_indifference_sadness,disability,special_needs,disability_special_needs,gonna happen retarded traders get etf approval,11
1600,3030,3031,@user gonna home rest day?,normal,indirect,anger_sadness_shock_indifference_disgust,other,other,other_other,gonna home rest day ,7
1601,4910,4911,@user good,normal,indirect,sadness_indifference,other,other,other_other,good,5
1602,442,443,@user good anhur man bad luck zhong kui mid retard,offensive,indirect,anger_indifference,disability,special_needs,disability_special_needs,good anhur man bad luck zhong kui mid retard,4
1603,1914,1915,@user good going fucking retarded bots plane take plane! love costing briti @url,offensive,indirect,shock_disgust,disability,women,disability_women,good going fucking retarded bots plane take plane love costing briti,9
1604,5485,5486,@user good job bantu ass bet retarded even know that.,offensive,indirect,sadness_shock,disability,special_needs,disability_special_needs,good job bantu ass bet retarded even know ,11
1605,4755,4756,@user good job tho honestly. retarded friends terrible play with.,fearful_abusive_offensive_hateful_disrespectful,direct,anger_disgust,origin,special_needs,origin_special_needs,good job tho honestly retarded friends terrible play ,13
1606,3753,3754,@user good luck mongoloid,offensive,indirect,anger_sadness,origin,special_needs,origin_special_needs,good luck mongoloid,5
1607,1078,1079,@user good luck semi day ya hibs cunt,hateful,indirect,anger_confusion_sadness_shock_disgust,gender,women,gender_women,good luck semi day hibs cunt,22
1608,5466,5467,@user good morning ching chong,fearful_abusive_offensive_hateful_disrespectful,indirect,fear_disgust,origin,individual,origin_individual,good morning ching chong,5
1609,5189,5190,@user good thing donald trump never vilifies democrats group. muslims mexicans residents shithole countries.,normal,indirect,fear_disgust,origin,left_wing_people,origin_left_wing_people,good thing donald trump never vilifies democrats group muslims mexicans residents shithole countries ,14
1610,1660,1661,@user good thing lives california! need money illegal aliens. least 50% @url,offensive,indirect,confusion_fear_shock_indifference_disgust,origin,left_wing_people,origin_left_wing_people,good thing lives california need money illegal aliens least percent,8
1611,4021,4022,@user got better joke. blue check retard calls laura joke 10% followers has. fucking hilarious.,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs,disability_special_needs,got better joke blue check retard calls laura joke percent followers fucking hilarious ,9
1612,547,548,@user got bollocks put name face tweet though you? pathetic cunt.,offensive,indirect,anger_confusion_shock_indifference_disgust,gender,women,gender_women,got bollocks put name face tweet though pathetic cunt ,23
1613,3700,3701,@user got called beaner wetback spic people sang la cucaracha chat  best times,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,individual,origin_individual,got called beaner wetback spic people sang cucaracha chat best times,25
1614,5391,5392,@user got gorgeous figure unfunny twat.,offensive,indirect,confusion_indifference,gender,women,gender_women,got gorgeous figure unfunny twat ,22
1615,3896,3897,@user got mad ignoran never called nigger life (except modern warfare 2),offensive,indirect,anger_confusion_fear_shock_sadness,origin,other,origin_other,got mad ignoran never called nigger life except modern warfare number ,23
1616,4933,4934,@user got negro,offensive,indirect,anger_confusion_fear_indifference_disgust,origin,african_descent,origin_african_descent,got negro,5
1617,5340,5341,@user got number. sad twat are.,offensive,indirect,fear_shock_indifference_sadness_disgust,gender,women,gender_women,got number sad twat ,7
1618,312,313,@user gotta pick spanish cus can't spic ass family butchering baby's name lmao,abusive_disrespectful,indirect,anger_confusion_fear_shock_sadness,origin,other,origin_other,gotta pick spanish cus spic ass family butchering baby name lmao,25
1619,5542,5543,@user governments water 3rd world shithole countries. regulation based solution. j @url,abusive_offensive,indirect,confusion_shock,origin,left_wing_people,origin_left_wing_people,governments water rd world shithole countries regulation based solution j,2
1620,4048,4049,@user grandmother said - make sure room spic spannshe also said - throw monkey @url,fearful_offensive_hateful_disrespectful_normal,indirect,anger_confusion_sadness_indifference_disgust,origin,special_needs,origin_special_needs,grandmother said make sure room spic spannshe also said throw monkey,23
1621,5341,5342,@user grow retard,offensive,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs,disability_special_needs,grow retard,5
1622,2431,2432,@user guess i'm retarded,fearful_hateful_disrespectful_normal,indirect,indifference_disgust,disability,special_needs,disability_special_needs,guess retarded,7
1623,2937,2938,@user guy goes saloon. fully loaded ac spic &amp; span. lots staff customer. guy hr guy asks @url,offensive,indirect,anger_disgust,origin,other,origin_other,guy goes saloon fully loaded spic span lots staff customer guy guy asks,23
1624,3876,3877,@user guys gotta clean up. gonna rot bring disease.,fearful_hateful,indirect,sadness_shock,other,special_needs,other_special_needs,guys gotta clean gonna rot bring disease ,18
1625,4160,4161,@user guys legit retarded they'll diamond still go chasing dirt pile.,hateful_disrespectful,indirect,anger_confusion_fear_sadness_disgust,disability,special_needs,disability_special_needs,guys legit retarded diamond still chasing dirt pile ,19
1626,5366,5367,@user hader wasnt nigger hating cunt would blow right game,fearful_offensive,indirect,confusion_fear_shock_sadness_disgust,origin,women,origin_women,hader wasnt nigger hating cunt would blow right game,23
1627,3729,3730,@user haha faggot balls,offensive,direct,shock_disgust,sexual_orientation,other,sexual_orientation_other,haha faggot balls,7
1628,2049,2050,@user haha faggot's,abusive_offensive,indirect,sadness_disgust,sexual_orientation,individual,sexual_orientation_individual,haha faggot ,7
1629,4761,4762,@user hahahahaha match maker??? learn make sentence retard hell yeah i'm bitch scar @url,hateful,indirect,anger_disgust,disability,special_needs,disability_special_needs,hahahahaha match maker learn make sentence retard hell yeah bitch scar,25
1630,55,56,@user haiti listed second worse place travel shithole talking @url,normal,indirect,sadness_indifference,origin,other,origin_other,haiti listed second worse place travel shithole talking,3
1631,341,342,@user happy birthday cunt x,offensive,direct,anger_fear,gender,women,gender_women,happy birthday cunt x,7
1632,2790,2791,@user happy birthday faggot,abusive_normal,direct,shock_indifference,origin,special_needs,origin_special_needs,happy birthday faggot,7
1633,4400,4401,@user happy birthday negro!!,fearful_abusive_offensive_disrespectful_normal,indirect,confusion_sadness,origin,african_descent,origin_african_descent,happy birthday negro ,5
1634,4297,4298,@user harry im moving london tuesday 25th welcome go back country around day @url,hateful_normal,indirect,sadness_indifference,origin,other,origin_other,harry moving london tuesday five welcome back country around day,4
1635,4706,4707,@user hate james charles faggot lil face makes mad ,offensive,indirect,anger_confusion_sadness_shock_disgust,other,other,other_other,hate james charles faggot lil face makes mad,19
1636,5063,5064,@user he's absolute twat,offensive,indirect,confusion_disgust,gender,other,gender_other, absolute twat,5
1637,5132,5133,@user he's booter moron. like u literally retarded? ur another toxic young kid. go vibe lil peep @url,normal,direct,anger_confusion_fear_shock_indifference,disability,women,disability_women, booter moron like literally retarded another toxic young kid vibe lil peep,25
1638,4394,4395,@user he's cunt,fearful_abusive_offensive_hateful_disrespectful,indirect,shock_disgust,origin,women,origin_women, cunt,5
1639,3695,3696,@user he's cunt doubt,offensive,indirect,anger_disgust,other,women,other_women, cunt doubt,5
1640,3421,3422,@user he's embarrassing bit mongy.,offensive,indirect,sadness_disgust,origin,special_needs,origin_special_needs, embarrassing bit mongy ,18
1641,5050,5051,@user he's even fucking funny mcing subpar i'd rather listen plunger toilet tbqh bland twat,hateful_disrespectful,indirect,indifference_disgust,other,women,other_women, even fucking funny mcing subpar rather listen plunger toilet tbqh bland twat,9
1642,4098,4099,@user he's faggot,offensive_hateful,indirect,sadness_disgust,sexual_orientation,individual,sexual_orientation_individual, faggot,5
1643,3526,3527,@user he's mentally ill sick twat. # ynwa,offensive,direct,anger_fear_shock_indifference_disgust,origin,special_needs,origin_special_needs, mentally ill sick twat ynwa,3
1644,5169,5170,@user he's refugee middle eastnor shithole countrynhe cross us border @url,offensive,indirect,anger_sadness,origin,immigrants,origin_immigrants, refugee middle eastnor shithole countrynhe cross border,2
1645,2642,2643,@user he's retard,offensive,indirect,anger_indifference,origin,special_needs,origin_special_needs, retard,5
1646,1084,1085,@user he's right fucking mongoloid recently scott.,offensive,indirect,anger_sadness,origin,special_needs,origin_special_needs, right fucking mongoloid recently scott ,18
1647,5232,5233,@user he's right retard.,offensive,indirect,shock_disgust,disability,special_needs,disability_special_needs, right retard ,5
1648,4615,4616,@user he's sort cunt mate,offensive,indirect,confusion_fear_shock_sadness_disgust,other,women,other_women, sort cunt mate,5
1649,3000,3001,@user hell i'd take we'd agree illegal aliens deported kavanaugh @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_sadness_indifference_fear,origin,special_needs,origin_special_needs,hell take agree illegal aliens deported kavanaugh,8
1650,5028,5029,@user help out. white domestic terrorist #timothymcveigh #liberal #leftist? (to help u @url,offensive,direct,anger_fear_shock_sadness_disgust,origin,individual,origin_individual,help white domestic terrorist timothy mcveigh liberal leftist help u,8
1651,5636,5637,@user helpers losing battle soon war. descent shithole country gaining momentum.,normal,indirect,shock_indifference,other,other,other_other,helpers losing battle soon war descent shithole country gaining momentum ,4
1652,479,480,@user hes burning funko pop like mongoloid,offensive,indirect,anger_confusion_fear_disgust,origin,special_needs,origin_special_needs,hes burning funko pop like mongoloid,18
1653,4277,4278,@user hes cool hes retard sometimes,normal,direct,sadness_indifference,disability,special_needs,disability_special_needs,hes cool hes retard sometimes,18
1654,448,449,@user hes faggot dude can't stand people like,hateful,direct,anger_sadness,sexual_orientation,gay,sexual_orientation_gay,hes faggot dude stand people like,18
1655,3315,3316,@user hes literal twat hey? tried justify twitter toonthis guy went twitchcon @url,hateful,indirect,anger_disgust,gender,women,gender_women,hes literal twat hey tried justify twitter toonthis guy went twitchcon,23
1656,4218,4219,@user hes want apology retarded ass ,offensive_hateful,indirect,anger_sadness,disability,special_needs,disability_special_needs,hes want apology retarded ass,11
1657,5167,5168,@user hey bud wanted kindly tell complete fucking retard.,offensive,indirect,anger_sadness,disability,special_needs,disability_special_needs,hey bud wanted kindly tell complete fucking retard ,19
1658,852,853,@user hey faggot :),offensive,direct,anger_fear_shock_indifference_sadness,sexual_orientation,special_needs,sexual_orientation_special_needs,hey faggot ,5
1659,5019,5020,@user hey faggot suck balls,normal,direct,confusion_indifference,origin,women,origin_women,hey faggot suck balls,7
1660,1881,1882,@user hey hey hey. watch it. got spic kids. . nn(no offense @user @user dads racist bastard).,abusive_offensive,direct,anger_shock,origin,special_needs,origin_special_needs,hey hey hey watch got spic kids offense dads racist bastard ,19
1661,1405,1406,@user hey jim ever lose job could always go back country(cuba) take job mini @url,offensive,indirect,anger_sadness,origin,other,origin_other,hey jim ever lose job could always back country cuba take job mini,4
1662,3219,3220,@user hey nigger lover whats up@user,offensive_hateful,direct,sadness_indifference,origin,individual,origin_individual,hey nigger lover whats ,18
1663,2999,3000,@user hey riotgames got permabanned yesterday saying ching chong im chinese game @url,offensive,indirect,confusion_disgust,origin,muslims,origin_muslims,hey riotgames got permabanned yesterday saying ching chong chinese game,23
1664,173,174,@user hey spic kinkdom bigger get facts sending ur little puppets talk smacknnur server @url,hateful,indirect,shock_disgust,origin,other,origin_other,hey spic kinkdom bigger get facts sending little puppets talk smacknnur server,9
1665,675,676,@user hey thought hated called retard???,offensive_hateful,direct,indifference_disgust,disability,special_needs,disability_special_needs,hey thought hated called retard ,18
1666,5613,5614,@user hi little nigger u,offensive,direct,anger_sadness_shock_indifference_disgust,origin,hispanics,origin_hispanics,hi little nigger u,7
1667,391,392,@user hi still thinking mongoloid ingrate yesterday dirty snp bastard called @url,offensive,indirect,indifference_disgust,disability,other,disability_other,hi still thinking mongoloid ingrate yesterday dirty snp bastard called,25
1668,2852,2853,@user hilarious going time line seeing everyone bash faggot assss nnu clown bro fr fr,offensive,indirect,anger_disgust,sexual_orientation,individual,sexual_orientation_individual,hilarious going time line seeing everyone bash faggot nnu clown bro fr,25
1669,5621,5622,@user hilarious want competition problem illegal aliens taking jobs priv @url,offensive,direct,anger_sadness,origin,left_wing_people,origin_left_wing_people,hilarious want competition problem illegal aliens taking jobs priv,8
1670,2273,2274,@user hire instead retard dave roberts @url,abusive_disrespectful,indirect,shock_disgust,origin,refugees,origin_refugees,hire instead retard dave roberts,7
1671,115,116,@user hmm okay case take care twat,disrespectful,indirect,anger_confusion_shock_indifference_disgust,gender,women,gender_women,hmm okay case take care twat,18
1672,2489,2490,@user holy fucking balls holier thow twat nugget??,abusive_offensive,indirect,indifference_disgust,other,women,other_women,holy fucking balls holier thow twat nugget ,22
1673,1591,1592,@user holy shit people retarded. halloween folks blood look like fucking cherry syrup.,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs,disability_special_needs,holy shit people retarded halloween folks blood look like fucking cherry syrup ,9
1674,2031,2032,@user hope not. twat tried saying fixed dodgers would win 7.,offensive,indirect,anger_indifference,gender,women,gender_women,hope twat tried saying fixed dodgers would win number ,3
1675,1826,1827,@user hopefully also illegal aliens going back indigenous country &amp; awai @url,disrespectful_normal,indirect,anger_sadness,origin,immigrants,origin_immigrants,hopefully also illegal aliens going back indigenous country awai,3
1676,5439,5440,@user horrible little cunt!! sorry word needed. hope gets banned life.,offensive,indirect,anger_sadness,gender,women,gender_women,horrible little cunt sorry word needed hope gets banned life ,19
1677,5024,5025,@user horse shadow colossus retarded,offensive,indirect,fear_disgust,disability,special_needs,disability_special_needs,horse shadow colossus retarded,11
1678,4082,4083,@user hot damn catch retard candle,offensive,indirect,sadness_shock,disability,special_needs,disability_special_needs,hot damn catch retard candle,11
1679,2452,2453,@user hotdog still retarded little brother fast food best ones la n. @url,offensive,indirect,sadness_indifference,disability,special_needs,disability_special_needs,hotdog still retarded little brother fast food best ones n ,19
1680,2495,2496,@user huh. see. go ching chong ling long guess.,offensive,indirect,sadness_indifference,origin,muslims,origin_muslims,huh see ching chong ling long guess ,0
1681,1208,1209,@user humour female retard get tho,fearful_abusive_offensive_disrespectful_normal,indirect,anger_confusion_sadness_shock_indifference,origin,women,origin_women,humour female retard get tho,7
1682,4465,4466,@user i'd ain't spic i'm pope,offensive,indirect,indifference_disgust,origin,individual,origin_individual, spic pope,5
1683,784,785,@user i'd assume entire mongol horde back up. probably nothing.,normal,direct,confusion_fear_shock_indifference_disgust,disability,special_needs,disability_special_needs, assume entire mongol horde back probably nothing ,3
1684,84,85,@user i'd assume nonce like say retard. harsh,abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs,disability_special_needs, assume nonce like say retard harsh,11
1685,866,867,@user i'd cover face retarded tweet like that.,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs,disability_special_needs, cover face retarded tweet like ,11
1686,3668,3669,@user i'd pay good money alone time skinny mongoloid.,offensive,indirect,shock_disgust,origin,special_needs,origin_special_needs, pay good money alone time skinny mongoloid ,4
1687,1903,1904,@user i'd probably vote really like vp i'm pc shit like cunt pills? gunny sacks? cool bro.,offensive,indirect,confusion_disgust,gender,women,gender_women, probably vote really like pc shit like cunt pills gunny sacks cool bro ,9
1688,4051,4052,@user i'd rather kevin feige call faggot face even thought,hateful,indirect,anger_disgust,origin,individual,origin_individual, rather kevin feige call faggot face even thought,18
1689,2235,2236,@user i'd rather speak german espanol raghead.,offensive_hateful,direct,confusion_sadness,origin,individual,origin_individual, rather speak german espanol raghead ,7
1690,4828,4829,@user i'd say could come live shithole country ,normal,indirect,anger_disgust,origin,refugees,origin_refugees, say could come live shithole country,18
1691,4271,4272,@user i'd watch i'm school probably paying attention sorry doorbell ding dong pink fong wing wong ching chong,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,special_needs,origin_special_needs, watch school probably paying attention sorry doorbell ding dong pink fong wing wong ching chong,21
1692,4809,4810,@user i'll watch get home spic i'm school rn.,fearful_abusive_hateful_disrespectful_normal,indirect,anger_confusion_fear_indifference_disgust,origin,other,origin_other, watch get home spic school ,7
1693,3854,3855,@user i'm black p.r. called spic school. ask dad was. spoke @url,normal,indirect,anger_sadness_shock_indifference_disgust,origin,other,origin_other, black called spic school ask dad spoke,18
1694,3039,3040,@user i'm bored. kavanaugh boring. let's go back country killing yemeni school kids jailing 3 year @url,fearful_offensive,indirect,anger_confusion_sadness_shock_disgust,origin,other,origin_other, bored kavanaugh boring let go back country killing yemeni school kids jailing three year,12
1695,3474,3475,@user i'm calling raghead bismarck byombo money,offensive,indirect,indifference_disgust,other,other,other_other, calling raghead bismarck byombo money,18
1696,3257,3258,@user i'm conspiracy theorist think leftist media make certain ver @url,fearful,indirect,confusion_sadness,other,other,other_other, conspiracy theorist think leftist media make certain ver,8
1697,669,670,@user i'm even offended anymore jkfsd like jokes literally went typed ching chong unironically,offensive,indirect,indifference_disgust,origin,individual,origin_individual, even offended anymore jkfsd like jokes literally went typed ching chong unironically,21
1698,4861,4862,@user i'm faggot,offensive,direct,fear_disgust,sexual_orientation,gay,sexual_orientation_gay, faggot,5
1699,651,652,@user i'm fairness help every umpire mids prem full retard went au @url,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs, fairness help every umpire mids prem full retard went au,4
1700,3899,3900,@user i'm getting homosexual blind retarded old man also pathet @url,hateful_disrespectful,indirect,sadness_shock,disability,special_needs,disability_special_needs, getting homosexual blind retarded old man also pathet,11
1701,5351,5352,@user i'm glad mongoloid face able bring momentary joy.,offensive,indirect,anger_shock,origin,refugees,origin_refugees, glad mongoloid face able bring momentary joy ,4
1702,703,704,@user i'm glad read silly spic like ever attain hold entry level jobs swing ham @url,fearful_offensive,indirect,anger_disgust,origin,special_needs,origin_special_needs, glad read silly spic like ever attain hold entry level jobs swing ham,1
